0,1,2,3
35951,18852994,1,"28,801 sqft"
35952,18852994,7,Residential (16)
35953,18852994,8,"2 x 3 ½,  14 x 4 ½"
35954,18852994,9,"3 Rooms, 1 Bedroom, 1 Bath/powder room"
35955,18852994,10,"$98,400"
35956,18852994,11,Basement 6 feet or +
35957,26604308,15,Restaurant
35958,17130136,1,"45,714 sqft"
35959,17130136,2,Residential
35960,11906628,1,"74,206 sqft"
35961,11906628,2,Residential
35962,21235564,3,Commercial only
35963,21235564,5,1999
35964,21235564,14,"1,943 sqft"
35965,21235564,12,"1,943 sqft"
35966,21235564,1,"63,529 sqft"
35967,21235564,7,Commercial (1)
35968,25277172,1,"66,793 sqft"
35969,25277172,2,Residential
35970,13117489,1,"11,840 sqft"
35971,13117489,2,Residential
35972,16539635,3,Commercial and residential
35973,16539635,5,1958
35974,16539635,14,"From 600 sqft to 1,700 sqft"
35975,16539635,1,"50,854 sqft"
35976,16539635,7,"Residential (1), Commercial (2)"
35977,16539635,15,Health centre
35978,12210089,1,"64,311 sqft"
35979,12210089,2,Residential
35980,19688794,3,Residential only
35981,19688794,4,Detached
35982,19688794,5,1940
35983,19688794,1,"5,499 sqft"
35984,19688794,13,Driveway (7)
35985,19688794,7,Residential (7)
35986,19688794,8,"1 x 2 ½,  2 x 3 ½,  3 x 4 ½,  1 x 5 ½"
35987,19688794,9,"3 Rooms, 1 Bedroom, 1 Bath/powder room"
35988,19688794,10,"$50,100"
35989,19688794,11,Basement 6 feet or +
35990,18671779,3,Commercial and residential
35991,18671779,5,1952
35992,18671779,14,"2,300 sqft"
35993,18671779,1,"5,500 sqft"
35994,18671779,7,"Residential (1), Commercial (1)"
35995,18671779,15,Garage
35996,12158687,19,"5 Rooms, 2+0 Bedrooms, 0+0 Bathroom/Powder room"
35997,12158687,5,1900
35998,12158687,1,"49,350 sqft"
35999,12158687,13,"Driveway (6), Garage (1)"
36000,12158687,6,Fireplace - Other
36001,26457608,1,"8,420 sqft"
36002,26457608,2,Residential
36003,15292540,1,"15,809 sqft"
36004,15292540,2,Residential
36005,21414361,5,1982
36006,21414361,1,"1,108,602 sqft"
36007,21414361,13,"Carport (1), Garage (2)"
36008,21414361,6,Wood stove
36009,25318935,15,Ice cream shop
36010,15946245,1,"57,587 sqft"
36011,15946245,2,Residential
36012,10767377,5,Unknown age
36013,10767377,1,"53,820 sqft"
36014,10767377,13,"Driveway (10), Garage (1)"
36015,10767377,16,Above-ground
36016,10767377,6,Wood stove
36017,10767377,11,Basement 6 feet or +
36018,25620373,3,Commercial and residential
36019,25620373,5,Unknown age
36020,25620373,14,651 sqft
36021,25620373,1,"35,016 sqft"
36022,25620373,7,"Residential (1), Commercial (1)"
36023,25620373,15,Restaurant
36024,13934155,5,1976
36025,13934155,1,"73,515 sqft"
36026,13934155,13,"Driveway (4), Garage (2)"
36027,13934155,6,Wood stove
36028,13934155,11,"Waterfront, Basement 6 feet or +"
36029,10185441,1,"67,193 sqft"
36030,10185441,2,Residential
36031,25434487,3,Residential only
36032,25434487,4,Detached
36033,25434487,5,1945
36034,25434487,12,949 sqft
36035,25434487,1,"3,100 sqft"
36036,25434487,13,Driveway (1)
36037,25434487,7,Residential (2)
36038,25434487,8,2 x 4 ½
36039,25434487,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
36040,25434487,10,"$15,240"
36041,9125207,1,"61,130 sqft"
36042,9125207,2,Residential
36043,24236946,3,Residential only
36044,24236946,4,Detached
36045,24236946,5,1941
36046,24236946,1,"5,000 sqft"
36047,24236946,13,Driveway (4)
36048,24236946,7,Residential (2)
36049,24236946,8,2 x 5 ½
36050,24236946,9,"5 Rooms, 3 Bedrooms, 1 Bath/powder room"
36051,24236946,10,"$14,760"
36052,24236946,11,Basement 6 feet or +
36053,25626135,1,"77,389 sqft"
36054,25626135,2,Residential
36055,25093605,1,"48,931 sqft"
36056,25093605,2,Residential
36057,19661283,3,Residential only
36058,19661283,4,Semi-detached
36059,19661283,5,1929
36060,19661283,1,"2,017 sqft"
36061,19661283,7,Residential (2)
36062,19661283,8,2 x 4 ½
36063,19661283,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
36064,19661283,10,"$19,920"
36065,27619289,1,"136,500 sqft"
36066,27619289,2,Agricultural
36067,10194537,1,"265,000 sqft"
36068,10194537,2,Residential
36069,9170416,15,Other
36070,18294693,1,"5,952 sqft"
36071,18294693,2,Residential
36072,23310748,3,Residential only
36073,23310748,4,Detached
36074,23310748,5,1957
36075,23310748,1,"3,835 sqft"
36076,23310748,6,Wood stove
36077,23310748,7,Residential (3)
36078,23310748,8,"2 x 3 ½,  1 x 6 ½"
36079,23310748,9,"6 Rooms, 3 Bedrooms, 1 Bath/powder room"
36080,23310748,10,"$16,200"
36081,28422731,5,1978
36082,28422731,1,"160,597 sqft"
36083,28422731,13,"Driveway (9), Garage (2)"
36084,28422731,6,Wood stove
36085,28422731,11,Basement 6 feet or +
36086,10012466,5,1975
36087,10012466,1,"3,669,035 sqft"
36088,10012466,13,"Carport (2), Driveway (10)"
36089,10012466,6,Wood stove
36090,10012466,11,Basement 6 feet or +
36091,22251102,1,"43,708 sqft"
36092,22251102,2,Residential
36093,10187964,3,Industrial and offices
36094,10187964,5,2004
36095,10187964,14,"5,063 sqft"
36096,10187964,12,"5,063 sqft"
36097,10187964,7,Industrial (1)
36098,26658176,5,1987
36099,26658176,1,"4,212,252 sqft"
36100,26658176,13,"Driveway (11), Garage (1)"
36101,26658176,16,Above-ground
36102,26658176,6,Stove - Other
36103,26658176,11,Basement 6 feet or +
36104,24426334,1,"170,755 sqft"
36105,24426334,2,Residential
36106,19702687,3,Residential only
36107,19702687,4,Detached
36108,19702687,5,1940
36109,19702687,1,"2,964 sqft"
36110,19702687,13,Driveway (2)
36111,19702687,7,Residential (2)
36112,19702687,8,"1 x 4 ½,  1 x 5 ½"
36113,19702687,9,"5 Rooms, 2 Bedrooms, 1 Bath/powder room"
36114,19702687,10,"$15,960"
36115,19702687,11,Basement 6 feet or +
36116,23316083,1,"5,575,680 sqft"
36117,23316083,2,Agricultural
36118,20429770,1,"42,051 sqft"
36119,20429770,2,Residential
36120,25697510,3,Residential only
36121,25697510,4,Detached
36122,25697510,5,1999
36123,25697510,12,700 sqft
36124,25697510,1,"29,347 sqft"
36125,25697510,13,Driveway (4)
36126,25697510,6,Wood stove
36127,25697510,7,Residential (2)
36128,25697510,8,"1 x 3 ½,  1 x 4 ½"
36129,25697510,9,"3 Rooms, 1 Bedroom, 1 Bath/powder room"
36130,25697510,10,"$14,400"
36131,25697510,11,Basement 6 feet or +
36132,26964794,1,"144,807 sqft"
36133,26964794,2,Residential
36134,27444338,5,Unknown age
36135,27444338,1,"53,819 sqft"
36136,27444338,13,"Driveway (6), Garage (1)"
36137,27444338,6,Wood stove
36138,17587762,15,Department store
36139,26307120,1,"46,251 sqft"
36140,26307120,2,Residential
36141,10966463,3,Residential only
36142,10966463,4,Detached
36143,10966463,5,1974
36144,10966463,1,"9,500 sqft"
36145,10966463,13,Driveway (6)
36146,10966463,7,Residential (3)
36147,10966463,8,3 x 4 ½
36148,10966463,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
36149,10966463,10,"$16,920"
36150,28184390,3,Residential only
36151,28184390,4,Attached
36152,28184390,5,1930
36153,28184390,1,"2,446 sqft"
36154,28184390,13,"Driveway (1), Garage (1)"
36155,28184390,7,Residential (2)
36156,28184390,8,2 x 5 ½
36157,28184390,9,"5 Rooms, 2 Bedrooms, 1 Bath/powder room"
36158,28184390,10,"$18,180"
36159,28184390,11,Basement 6 feet or +
36160,9992827,1,"261,360 sqft"
36161,9992827,2,Residential
36162,26209785,3,Commercial and office space
36163,26209785,5,Unknown age
36164,26209785,14,"From 1,400 sqft to 7,000 sqft"
36165,26209785,1,"5,500 sqft"
36166,26209785,7,"Commercial (3), Warehouse (1)"
36167,15464348,1,"8,981 sqft"
36168,15464348,2,Residential
36169,14227343,3,Residential and commercial
36170,14227343,4,Attached
36171,14227343,5,1943
36172,14227343,14,"From 1,900 sqft to 4,400 sqft"
36173,14227343,12,"2,500 sqft"
36174,14227343,1,"2,592 sqft"
36175,14227343,7,"Residential (1), Commercial (2)"
36176,14227343,18,1 x 8 ½
36177,14227343,9,"8 Rooms, 4 Bedrooms, 1 Bath/powder room"
36178,14227343,10,"$12,000"
36179,28946920,3,Seniors' residence
36180,28946920,4,Detached
36181,28946920,5,1951
36182,28946920,1,"4,833 sqft"
36183,28946920,13,Driveway (3)
36184,28946920,7,Residential (1)
36185,28946920,18,1 x Other
36186,28946920,9,"20 Rooms, 12 Bedrooms, 3 Bath/powder rooms"
36187,28946920,10,"$150,000"
36188,28946920,11,"Basement 6 feet or +, Adapted for reduced mobility"
36189,27933237,1,"4,737,623 sqft"
36190,27933237,2,Other
36191,15675235,1,"66,180 sqft"
36192,15675235,2,Residential
36193,22060948,3,Residential only
36194,22060948,4,Semi-detached
36195,22060948,5,1964
36196,22060948,12,"1,395 sqft"
36197,22060948,1,"3,325 sqft"
36198,22060948,13,"Driveway (2), Garage (2)"
36199,22060948,7,Residential (2)
36200,22060948,8,"1 x 7 ½,  1 x Other"
36201,22060948,9,"13 Rooms, 3 Bedrooms, 1 Bath/powder room"
36202,22060948,10,"$30,000"
36203,22060948,11,Basement 6 feet or +
36204,16953674,1,"20,535 sqft"
36205,16953674,2,Residential
36206,25477850,1,"53,095 sqft"
36207,25477850,2,Residential
36208,16626373,1,"16,200 sqft"
36209,16626373,2,Residential
36210,18866361,15,Caterer
36211,26295007,1,"222,695 sqft"
36212,26295007,2,Residential
36213,12847195,1,"66,306 sqft"
36214,12847195,2,"Other, Residential, Resort"
36215,12249314,3,Commercial only
36216,12249314,5,1973
36217,12249314,14,1 sqft
36218,12249314,12,"3,183 sqft"
36219,12249314,1,"18,603 sqft"
36220,12249314,7,Commercial (1)
36221,28503758,15,Fast food
36222,17266369,5,2006
36223,17266369,1,"435,600 sqft"
36224,17266369,13,Driveway (20)
36225,17266369,6,Stove - Other
36226,17266369,11,Basement 6 feet or +
36227,10498511,3,Commercial and office space
36228,10498511,5,1964
36229,10498511,12,"14,027 sqft"
36230,10498511,1,"15,272 sqft"
36231,19559587,3,Industrial only
36232,19559587,5,1983
36233,19559587,14,"35,760 sqft"
36234,19559587,12,"35,760 sqft"
36235,19559587,1,"188,889 sqft"
36236,19559587,7,Industrial (1)
36237,9638015,3,Residential only
36238,9638015,4,Semi-detached
36239,9638015,5,1931
36240,9638015,1,"3,100 sqft"
36241,9638015,13,Garage (2)
36242,9638015,7,Residential (2)
36243,9638015,8,"1 x 6 ½,  1 x 7 ½"
36244,9638015,9,"7 Rooms, 3 Bedrooms, 2 Bath/powder rooms"
36245,9638015,10,"$72,000"
36246,9638015,11,Basement 6 feet or +
36247,26115796,1,"174,248 sqft"
36248,26115796,2,Residential
36249,22151278,3,Residential only
36250,22151278,4,Detached
36251,22151278,5,Unknown age
36252,22151278,1,"8,450 sqft"
36253,22151278,13,"Carport (1), Driveway (8)"
36254,22151278,7,Residential (3)
36255,22151278,8,"2 x 3 ½,  1 x 8 ½"
36256,22151278,9,"8 Rooms, 3 Bedrooms, 1 Bath/powder room"
36257,22151278,10,"$10,260"
36258,22151278,11,Basement 6 feet or +
36259,19395811,1,"15,272 sqft"
36260,19395811,2,Residential
36261,21891232,3,Residential only
36262,21891232,4,Attached
36263,21891232,5,1944
36264,21891232,1,"3,175 sqft"
36265,21891232,13,"Driveway (1), Garage (1)"
36266,21891232,6,Wood fireplace
36267,21891232,7,Residential (6)
36268,21891232,8,"2 x 2 ½,  1 x 3 ½,  1 x 4 ½,  1 x 5 ½,  1 x 7 ½"
36269,21891232,9,"7 Rooms, 3 Bedrooms, 2 Bath/powder rooms"
36270,21891232,10,"$81,780"
36271,21891232,11,Basement 6 feet or +
36272,15495585,3,Residential only
36273,15495585,4,Detached
36274,15495585,5,1969
36275,15495585,1,"14,515 sqft"
36276,15495585,13,Driveway (10)
36277,15495585,7,Residential (10)
36278,15495585,8,"4 x 3 ½,  6 x 4 ½"
36279,15495585,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
36280,15495585,10,"$63,300"
36281,22591136,1,"53,410 sqft"
36282,22591136,2,Residential
36283,24320117,3,Residential and commercial
36284,24320117,4,Detached
36285,24320117,5,1945
36286,24320117,12,"1,088 sqft"
36287,24320117,1,"48,859 sqft"
36288,24320117,13,"Driveway (16), Garage (2)"
36289,24320117,6,Wood stove
36290,24320117,7,Residential (2)
36291,24320117,8,"1 x 3 ½,  1 x 6 ½"
36292,24320117,9,"3 Rooms, 1 Bedroom, 1 Bath/powder room"
36293,24320117,10,"$16,320"
36294,24320117,11,Basement 6 feet or +
36295,28967897,3,Residential only
36296,28967897,4,Detached
36297,28967897,5,1920
36298,28967897,12,"1,500 sqft"
36299,28967897,1,"3,168 sqft"
36300,28967897,13,Driveway (2)
36301,28967897,7,Residential (2)
36302,28967897,8,2 x 4 ½
36303,28967897,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
36304,28967897,10,"$12,000"
36305,12783759,1,"413,673 sqft"
36306,12783759,2,Commercial
36307,19662547,5,1915
36308,19662547,1,"53,820 sqft"
36309,19662547,13,Driveway (8)
36310,19662547,11,Basement 6 feet or +
36311,11282871,3,Residential only
36312,11282871,4,Detached
36313,11282871,5,1974
36314,11282871,12,"1,296 sqft"
36315,11282871,1,"15,000 sqft"
36316,11282871,13,"Driveway (4), Garage (2)"
36317,11282871,7,Residential (3)
36318,11282871,8,"2 x 3 ½,  1 x 5 ½"
36319,11282871,9,"5 Rooms, 2 Bedrooms, 2 Bath/powder rooms"
36320,11282871,10,"$19,620"
36321,11282871,11,Basement 6 feet or +
36322,14836858,1,"6,047 sqft"
36323,14836858,2,Residential
36324,22663325,1,"32,350 sqft"
36325,22663325,2,Residential
36326,11158521,1,"55,714 sqft"
36327,11158521,2,Residential
36328,16150648,15,Pastry shop
36329,9758758,1,"28,341 sqft"
36330,9758758,2,"Other, Residential"
36331,23413769,3,Offices only
36332,23413769,5,1980
36333,23413769,14,194 sqft
36334,23413769,7,Office (1)
36335,26782430,3,Residential only
36336,26782430,4,Attached
36337,26782430,5,1914
36338,26782430,12,"1,340 sqft"
36339,26782430,1,"2,250 sqft"
36340,26782430,7,Residential (2)
36341,26782430,8,2 x 7 ½
36342,26782430,9,"7 Rooms, 4 Bedrooms, 1 Bath/powder room"
36343,26782430,10,"$38,400"
36344,20001450,3,Residential only
36345,20001450,4,Detached
36346,20001450,5,2004
36347,20001450,1,"4,881 sqft"
36348,20001450,13,Driveway (4)
36349,20001450,6,Wood fireplace
36350,20001450,7,Residential (3)
36351,20001450,8,3 x 4 ½
36352,20001450,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
36353,20001450,10,"$31,440"
36354,20001450,11,Basement 6 feet or +
36355,10628355,1,"754,603 sqft"
36356,10628355,2,Residential
36357,16025707,3,Residential only
36358,16025707,4,Detached
36359,16025707,5,1971
36360,16025707,12,"1,720 sqft"
36361,16025707,1,"7,000 sqft"
36362,16025707,13,"Driveway (6), Garage (1)"
36363,16025707,7,Residential (2)
36364,16025707,8,"1 x 4 ½, 1 x 10 ½"
36365,16025707,9,"10 Rooms, 3 Bedrooms, 2 Bath/powder rooms"
36366,16025707,10,"$19,560"
36367,24355896,3,Offices only
36368,24355896,5,1966
36369,24355896,14,1 sqft
36370,24355896,1,"6,117 sqft"
36371,24355896,7,Office (1)
36372,23198101,3,Commercial only
36373,23198101,5,"1992, Being converted"
36374,23198101,14,"21,528 sqft"
36375,23198101,1,"21,528 sqft"
36376,23198101,7,Commercial (1)
36377,23198101,15,Snack bar
36378,20165124,3,Residential only
36379,20165124,4,Detached
36380,20165124,5,1960
36381,20165124,1,"6,768 sqft"
36382,20165124,7,Residential (4)
36383,20165124,8,"2 x 3 ½,  2 x 5 ½"
36384,20165124,9,"5 Rooms, 3 Bedrooms, 1 Bath/powder room"
36385,20165124,10,"$34,068"
36386,25802748,5,1989
36387,25802748,14,"2,160 sqft"
36388,25802748,12,"2,160 sqft"
36389,25802748,1,"42,743 sqft"
36390,25802748,7,Warehouse (1)
36391,17357105,3,Residential and commercial
36392,17357105,4,Semi-detached
36393,17357105,5,1925
36394,17357105,14,"1,596 sqft"
36395,17357105,1,"3,858 sqft"
36396,17357105,13,"Driveway (1), Garage (1)"
36397,17357105,7,"Residential (6), Commercial (1)"
36398,17357105,8,"4 x 3 ½,  2 x 4 ½"
36399,17357105,9,"3 Rooms, 1 Bedroom, 1 Bath/powder room"
36400,17357105,10,"$92,280"
36401,17357105,11,Basement 6 feet or +
36402,22524004,3,Commercial only
36403,22524004,5,1985
36404,22524004,14,"1,850 sqft"
36405,22524004,1,"26,899 sqft"
36406,22524004,7,Commercial (1)
36407,22524004,15,Pastry shop
36408,26510555,3,Residential and commercial
36409,26510555,4,Detached
36410,26510555,5,1949
36411,26510555,14,"From 1 sqft to 5,001 sqft"
36412,26510555,12,"6,448 sqft"
36413,26510555,1,"5,199 sqft"
36414,26510555,7,"Residential (2), Commercial (2)"
36415,26510555,8,2 x 4 ½
36416,26510555,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
36417,26510555,10,"$78,240"
36418,16186952,1,"122,439 sqft"
36419,16186952,2,Residential
36420,19850535,1,"2,221,560 sqft"
36421,19850535,2,"Agricultural, Residential, Resort"
36422,14353633,1,"41,660 sqft"
36423,14353633,2,Residential
36424,16082486,3,Residential only
36425,16082486,4,Detached
36426,16082486,5,1952
36427,16082486,1,"4,500 sqft"
36428,16082486,13,Driveway (3)
36429,16082486,7,Residential (3)
36430,16082486,8,"1 x 3 ½,  2 x 5 ½"
36431,16082486,9,"5 Rooms, 3 Bedrooms, 1 Bath/powder room"
36432,16082486,10,"$12,840"
36433,10701047,1,"10,020 sqft"
36434,10701047,2,Residential
36435,14410354,1,"10,715 sqft"
36436,14410354,2,Residential
36437,12838410,3,Residential only
36438,12838410,4,Detached
36439,12838410,5,1950
36440,12838410,12,"1,105 sqft"
36441,12838410,1,"7,814 sqft"
36442,12838410,7,Residential (2)
36443,12838410,8,"1 x 5 ½,  1 x 6 ½"
36444,12838410,9,"6 Rooms, 3 Bedrooms, 1 Bath/powder room"
36445,12838410,10,"$22,440"
36446,18828530,1,"4,090,284 sqft"
36447,18828530,2,Other
36448,10336379,1,"500,356 sqft"
36449,10336379,2,"Residential, Resort"
36450,28118817,3,Industrial only
36451,28118817,5,1967
36452,28118817,14,"9,000 sqft"
36453,28118817,12,"9,000 sqft"
36454,28118817,7,Industrial (1)
36455,24869210,1,"7,363 sqft"
36456,24869210,2,Residential
36457,24913643,3,Residential only
36458,24913643,4,Semi-detached
36459,24913643,5,1948
36460,24913643,1,"2,544 sqft"
36461,24913643,13,"Driveway (2), Garage (1)"
36462,24913643,7,Residential (2)
36463,24913643,8,"1 x 4 ½,  1 x 7 ½"
36464,24913643,9,"7 Rooms, 2 Bedrooms, 1 Bath/powder room"
36465,24913643,10,"$22,200"
36466,28826426,1,"22,699 sqft"
36467,28826426,2,Residential
36468,19335299,3,Commercial only
36469,19335299,5,1992
36470,19335299,14,"1,333 sqft"
36471,19335299,12,"1,333 sqft"
36472,19335299,1,"24,884 sqft"
36473,19335299,7,Commercial (1)
36474,19335299,15,Garage
36475,15558005,1,"21,929 sqft"
36476,15558005,2,Residential
36477,27850813,1,"15,403 sqft"
36478,27850813,2,Residential
36479,11305024,1,"3,099 sqft"
36480,11305024,2,Agricultural
36481,24904363,3,Residential only
36482,24904363,4,Detached
36483,24904363,5,1938
36484,24904363,12,"2,300 sqft"
36485,24904363,1,"9,775 sqft"
36486,24904363,13,Driveway (8)
36487,24904363,7,Residential (6)
36488,24904363,8,"2 x 3 ½,  4 x 4 ½"
36489,24904363,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
36490,24904363,10,"$43,080"
36491,24904363,11,Basement 6 feet or +
36492,12128427,3,Residential only
36493,12128427,4,Detached
36494,12128427,5,1975
36495,12128427,1,"10,831 sqft"
36496,12128427,13,Driveway (4)
36497,12128427,7,Residential (8)
36498,12128427,8,8 x 2 ½
36499,12128427,10,"$50,400"
36500,21697504,3,Residential only
36501,21697504,4,Detached
36502,21697504,5,1965
36503,21697504,1,"6,825 sqft"
36504,21697504,7,Residential (4)
36505,21697504,8,4 x 4 ½
36506,21697504,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
36507,21697504,10,"$33,840"
36508,11215683,1,"9,884 sqft"
36509,11215683,2,Residential
36510,23092168,1,"36,622 sqft"
36511,23092168,2,Residential
36512,28550198,1,"39,497 sqft"
36513,28550198,2,Residential
36514,28608081,5,"Unknown age, Century"
36515,28608081,1,"4,641,100 sqft"
36516,28608081,16,Inground
36517,28608081,6,Wood stove
36518,10804941,3,Residential only
36519,10804941,4,Detached
36520,10804941,5,1900
36521,10804941,1,"7,353 sqft"
36522,10804941,13,Driveway (5)
36523,10804941,7,Residential (3)
36524,10804941,8,"1 x 2 ½,  1 x 3 ½,  1 x 5 ½"
36525,10804941,9,"5 Rooms, 3 Bedrooms, 1 Bath/powder room"
36526,10804941,10,"$20,100"
36527,19791513,1,"105,827 sqft"
36528,19791513,2,"Residential, Resort"
36529,20444686,3,Residential only
36530,20444686,4,Detached
36531,20444686,5,1986
36532,20444686,12,"5,997 sqft"
36533,20444686,13,"Driveway (3), Garage (2)"
36534,20444686,6,Wood fireplace
36535,20444686,7,Residential (4)
36536,20444686,8,"1 x 3 ½,  2 x 4 ½, 1 x 10 ½"
36537,20444686,9,"10 Rooms, 4 Bedrooms, 3 Bath/powder rooms"
36538,20444686,10,"$57,480"
36539,20444686,11,Basement 6 feet or +
36540,17290824,3,Residential only
36541,17290824,4,Detached
36542,17290824,5,2007
36543,17290824,1,"20,017 sqft"
36544,17290824,7,Residential (3)
36545,17290824,8,3 x 5 ½
36546,17290824,9,"5 Rooms, 3 Bedrooms, 2 Bath/powder rooms"
36547,17290824,10,"$37,920"
36548,11173181,3,Commercial only
36549,11173181,5,1970
36550,11173181,14,"From 425 sqft to 4,425 sqft"
36551,11173181,12,"3,000 sqft"
36552,11173181,1,"4,367 sqft"
36553,11173181,7,Office (4)
36554,11173181,15,Other
36555,11848134,3,Commercial and residential
36556,11848134,5,Unknown age
36557,11848134,14,"1,900 sqft"
36558,11848134,12,"1,900 sqft"
36559,11848134,1,"20,000 sqft"
36560,11848134,7,"Residential (1), Commercial (1)"
36561,11848134,15,Restaurant
36562,22379770,3,Residential only
36563,22379770,4,Detached
36564,22379770,5,1955
36565,22379770,1,"4,000 sqft"
36566,22379770,13,Driveway (4)
36567,22379770,7,Residential (2)
36568,22379770,8,"1 x 6 ½,  1 x 7 ½"
36569,22379770,9,"7 Rooms, 3 Bedrooms, 1 Bath/powder room"
36570,22379770,10,"$24,300"
36571,15858874,3,Residential only
36572,15858874,4,Semi-detached
36573,15858874,5,1962
36574,15858874,1,"3,419 sqft"
36575,15858874,7,Residential (3)
36576,15858874,8,"1 x 4 ½,  2 x 5 ½"
36577,15858874,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
36578,15858874,10,"$30,540"
36579,17744085,3,Commercial only
36580,17744085,5,1958
36581,17744085,14,"From 2,400 sqft to 5,200 sqft"
36582,17744085,12,"6,500 sqft"
36583,17744085,1,"27,406 sqft"
36584,17744085,7,Commercial (2)
36585,15587617,15,Supermarket
36586,13054493,1,"39,058 sqft"
36587,13054493,2,Residential
36588,28528165,1,"533,978 sqft"
36589,28528165,2,Residential
36590,11770257,3,Commercial only
36591,11770257,5,1979
36592,11770257,14,"1,150 sqft"
36593,11770257,12,"1,150 sqft"
36594,11770257,7,"Residential (1), Commercial (1)"
36595,11770257,15,Laundromat
36596,23524097,1,"27,023 sqft"
36597,23524097,2,Residential
36598,15743981,2,Residential
36599,13311967,1,"21,152 sqft"
36600,13311967,2,Residential
36601,11973927,3,Residential and commercial
36602,11973927,4,Semi-detached
36603,11973927,5,1885
36604,11973927,14,"From 400 sqft to 2,250 sqft"
36605,11973927,7,"Residential (4), Commercial (2)"
36606,11973927,8,"2 x 4 ½,  2 x 5 ½"
36607,11973927,9,"5 Rooms, 3 Bedrooms, 1 Bath/powder room"
36608,11973927,10,"$117,120"
36609,10753256,3,Commercial only
36610,10753256,5,1960
36611,10753256,14,"1,056 sqft"
36612,10753256,12,"1,308 sqft"
36613,10753256,1,"59,989 sqft"
36614,10753256,7,Commercial (1)
36615,10753256,15,Convenience store
36616,27846000,15,Travel agency
36617,28965858,3,Commercial and residential
36618,28965858,5,Unknown age
36619,28965858,14,"2,104 sqft"
36620,28965858,12,"2,100 sqft"
36621,28965858,1,"5,000 sqft"
36622,28965858,7,"Residential (1), Commercial (1)"
36623,28965858,15,Other
36624,28009762,1,"4,553,130 sqft"
36625,28009762,2,Agricultural
36626,22856337,1,"2,465,945 sqft"
36627,22856337,2,Residential
36628,16636090,1,"4,738,909 sqft"
36629,16636090,2,Agricultural
36630,21100470,19,"4 Rooms, 0+1 Bedroom, 1+0 Bathroom/Powder room"
36631,21100470,5,2012
36632,21100470,1,"244,139 sqft"
36633,21100470,13,"Driveway (10), Garage (2)"
36634,21100470,16,Above-ground
36635,21100470,11,"Waterfront, Non-navigable body of water, Basement 6 feet or +"
36636,28296054,1,"4,181,760 sqft"
36637,28296054,2,Agricultural
36638,25625790,3,Commercial only
36639,25625790,5,1970
36640,25625790,14,"5,398 sqft"
36641,25625790,12,"4,085 sqft"
36642,25625790,1,"7,600 sqft"
36643,25625790,7,Commercial (1)
36644,10937960,3,Commercial and industrial
36645,10937960,5,1941
36646,10937960,14,"From 3,500 sqft to 13,500 sqft"
36647,10937960,12,"15,811 sqft"
36648,10937960,1,"29,357 sqft"
36649,10937960,7,Industrial (3)
36650,10937960,15,Other
36651,28120305,3,Residential only
36652,28120305,4,Semi-detached
36653,28120305,5,1949
36654,28120305,1,"4,520 sqft"
36655,28120305,13,"Driveway (4), Garage (1)"
36656,28120305,16,"Heated, Inground"
36657,28120305,7,Residential (4)
36658,28120305,8,"2 x 3 ½,  1 x 4 ½,  1 x 6 ½"
36659,28120305,9,"6 Rooms, 4 Bedrooms, 1 Bath/powder room"
36660,28120305,10,"$47,400"
36661,28120305,11,Basement 6 feet or +
36662,10868701,15,Pet grooming
36663,13172354,3,Commercial and industrial
36664,13172354,5,2005
36665,13172354,14,"1,960 sqft"
36666,13172354,12,"1,960 sqft"
36667,13172354,1,"415,907 sqft"
36668,13172354,7,Commercial (1)
36669,13172354,15,Garage
36670,8751045,1,"117,994 sqft"
36671,8751045,2,"Residential, Resort"
36672,18629536,1,"1,307,439 sqft"
36673,18629536,2,Agricultural
36674,10917991,3,Residential only
36675,10917991,4,Detached
36676,10917991,5,Unknown age
36677,10917991,1,"9,044 sqft"
36678,10917991,13,Driveway (7)
36679,10917991,6,Stove - Other
36680,10917991,7,Residential (2)
36681,10917991,8,"1 x 3 ½,  1 x 4 ½"
36682,10917991,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
36683,10917991,10,"$11,640"
36684,26420121,1,"103,822 sqft"
36685,26420121,2,Residential
36686,18422585,1,"601,494 sqft"
36687,18422585,2,"Residential, Resort"
36688,17780635,3,Residential only
36689,17780635,4,Detached
36690,17780635,5,1991
36691,17780635,1,"10,010 sqft"
36692,17780635,13,Driveway (16)
36693,17780635,7,Residential (12)
36694,17780635,8,12 x 4 ½
36695,17780635,10,"$93,480"
36696,18072329,1,"10,000 sqft"
36697,18072329,2,Residential
36698,9558109,5,Unknown age
36699,9558109,1,"2,432,053 sqft"
36700,9558109,6,Wood stove
36701,13841464,1,"5,769 sqft"
36702,13841464,2,Residential
